age,gender,shower,out_freq,active_time,hiki_period,sleep_hours,meal_count,isolation
37,0,3,2,2,3,5,3,0.2534792817345729
23,1,7,1,2,30,11,2,0.7593810169389497
29,0,3,3,2,9,6,2,0.4671057291157117
33,0,7,4,2,0,6,3,0.0469161421399008
31,0,0,4,3,31,5,2,0.3417643366081469
29,1,7,1,1,8,11,3,0.5098103902815762
28,0,3,4,0,22,4,2,0.8121686412912372
24,0,3,1,2,2,7,2,0.7318220303041513
21,1,7,1,3,6,6,2,0.5892933539817659
25,1,7,3,3,7,7,2,0.320550086751266
20,1,7,2,2,8,10,2,0.2854919466483189
27,1,7,1,3,3,6,2,0.49737036287702346
31,1,7,3,1,73,7,2,0.17093539450441786
35,1,7,2,2,2,6,2,0.10899547604453799
29,0,7,4,2,8,6,2,0.19173799367157632
29,1,7,1,3,213,5,3,0.9431815441239387
28,1,7,4,2,116,8,2,0.2963872599615633
38,0,7,3,1,152,9,3,0.43661916399691836
29,0,3,3,3,222,4,2,0.9386987941013721
35,1,3,2,2,146,11,4,0.8520949844091797
38,0,7,4,0,6,4,2,0.604894970501759
24,0,3,1,2,9,7,2,0.8991258406437996
35,0,0,4,3,22,11,3,0.7368465257954163
38,1,7,1,0,56,7,3,0.892874278522738
37,1,7,4,3,77,13,2,0.5062679309824504
38,1,7,3,1,3,6,2,0.08385300262590746
24,1,7,4,3,4,8,2,0.13799151878469615
25,1,7,4,2,19,12,3,0.13851507233090157
32,0,0,1,2,11,6,2,0.9947643924520975
22,1,7,1,2,2,7,2,0.4914074137621636
38,0,7,4,2,4,6,2,0.0952756906627491
38,0,7,4,0,1,6,3,0.12082043562299201
25,1,0,4,2,6,7,2,0.1316642413333047
29,0,7,4,0,119,9,2,0.5404355427357926
29,1,3,4,3,3,8,3,0.17446634856967164
23,0,1,0,2,172,9,2,0.976568661448515
29,0,7,1,2,126,7,2,0.9156461283811059
32,0,7,4,0,6,7,3,0.16615587055551284
32,0,1,4,1,82,7,3,0.14315377952790126
20,0,7,0,2,120,4,2,0.947985416670765
28,0,3,1,3,3,10,2,0.8057565243602144
35,0,1,2,2,204,5,3,0.6656281901080415
34,1,3,3,0,45,11,2,0.835240914936525
32,1,3,4,1,52,6,3,0.40437586433525874
29,0,7,3,1,42,5,2,0.3169390674007986
19,1,3,4,2,5,5,2,0.22924216265835395
27,0,1,4,2,8,4,1,0.6752254751568765
23,1,7,1,2,153,10,3,0.8803435271714264
19,1,7,3,2,3,8,2,0.08043270865844954
23,0,7,4,1,34,6,0,0.5584684316546183
36,1,7,2,3,35,8,2,0.3778702566185759
31,0,1,3,2,27,5,2,0.29146336227934916
32,1,7,3,0,7,5,2,0.6483604244561116
25,0,7,4,2,6,12,2,0.0952756906627491
38,1,1,2,2,48,8,1,0.7631821534698244
29,1,7,4,0,2,4,2,0.1685748023948792
19,1,7,2,2,2,10,3,0.076564665158111
37,0,7,3,3,1,10,3,0.08266915896549125
25,0,7,4,1,23,7,3,0.1039700280549616
32,1,3,1,2,12,7,2,0.8991258406437996
30,1,7,0,1,5,7,2,0.5335184474937743
27,1,7,1,3,237,4,1,0.9780780226498093
31,1,3,3,3,22,5,2,0.5712652677218227
31,1,3,3,2,9,11,1,0.685712110780949
29,1,3,1,3,10,10,3,0.8608637199543453
23,0,7,3,3,231,5,2,0.7066155617826472
35,1,3,1,2,130,4,2,0.9784964079389573
32,1,3,0,1,24,4,2,0.9203607080069963
31,0,7,4,1,2,6,2,0.04980215760699774
30,1,7,0,3,2,8,2,0.725181404131303
22,1,7,3,1,6,4,2,0.0904362776096614
37,0,7,1,3,9,8,2,0.8275085311137813
28,0,7,3,1,9,7,3,0.12261092824308445
31,1,0,4,1,54,4,1,0.5799666986206693
33,1,3,3,3,184,4,3,0.8217634859768272
22,1,7,1,1,8,7,2,0.6948931752090076
25,1,7,4,2,6,7,2,0.0952756906627491
32,0,3,4,3,6,8,1,0.550055566131809
36,1,3,1,0,9,5,1,0.9853551647471023
33,0,3,4,2,205,6,3,0.6986399434487266
36,0,7,4,3,49,6,3,0.3361386014765922
20,0,7,1,2,187,11,3,0.8803435271714264
28,0,7,2,2,80,6,2,0.2854919466483189
35,1,7,4,0,12,6,3,0.3098071510462749
27,0,1,4,3,111,4,3,0.5844974396674293
23,0,7,4,2,5,7,3,0.0666218676473796
20,0,7,4,2,6,6,2,0.0952756906627491
36,0,3,1,0,27,4,2,0.943708776447091
20,1,7,4,1,10,5,2,0.14617156669624295
31,0,7,2,1,29,5,2,0.22381462580496778
23,0,7,4,2,5,4,3,0.13843547829387873
22,0,3,0,3,54,8,2,0.9694675201484428
24,1,7,1,3,3,6,3,0.4988717493115305
23,0,7,0,3,3,4,3,0.7217085007942965
34,1,7,3,1,52,4,2,0.29929306447576115
30,0,7,4,2,17,7,3,0.13851507233090157
19,0,3,4,2,133,11,2,0.7737751171854721
32,1,3,1,2,131,8,2,0.9684116697565233
22,1,7,4,3,10,5,3,0.19640828735719237
22,1,3,1,2,29,10,4,0.8991258406437996
32,0,7,4,1,18,5,2,0.14617156669624295
33,1,7,4,2,235,11,2,0.5477271131353904
33,1,3,1,0,33,10,1,0.9853551647471023
33,1,7,4,2,68,10,1,0.39077668936847837
19,1,7,1,1,190,4,3,0.8873968014292406
30,0,7,4,1,64,5,3,0.1039700280549616
23,1,7,1,1,4,8,2,0.5027492335665626
37,1,7,2,2,200,11,3,0.5802854977637721
36,0,7,3,2,1,5,2,0.08677289082782383
34,0,7,1,0,2,4,1,0.8794244868486671
38,1,7,1,0,56,7,1,0.970803421600923
38,1,7,4,3,7,9,2,0.2650325116032955
35,1,7,0,2,37,6,3,0.8884112533722996
20,1,7,4,2,206,7,3,0.4508020768233382
25,1,7,4,2,3,11,2,0.0952756906627491
30,1,7,4,2,59,7,2,0.3295081344382887
29,0,7,3,2,46,7,3,0.28630547964571895
37,1,3,1,3,11,4,2,0.9012689558391219
21,1,3,1,2,0,7,1,0.8325302417116326
26,1,3,1,1,37,7,1,0.96043656393918
26,0,7,1,0,49,8,2,0.9247957141388364
25,0,7,4,0,35,8,2,0.3984089101362767
37,0,3,0,2,195,9,3,0.9822729378669832
23,0,3,4,2,2,4,2,0.17020729105823318
35,1,1,1,2,18,8,2,0.8196268062005243
26,1,7,1,3,9,8,2,0.763712844466626
38,0,3,1,0,10,7,3,0.9440269620834761
35,1,3,0,2,5,5,3,0.8281297152452991
23,0,7,1,2,51,11,1,0.9464621804519365
30,0,7,4,3,5,3,2,0.2649025725351694
26,1,1,1,2,52,12,2,0.8638026549433292
26,1,7,4,3,8,6,3,0.19640828735719237
36,0,7,2,3,2,8,1,0.33457772862151025
28,1,1,1,1,4,5,1,0.7974184491891465
28,0,3,4,2,8,4,1,0.6443309079785957
38,1,7,4,3,6,5,2,0.13799151878469615
24,1,7,2,3,65,5,1,0.6215447490022898
29,1,1,0,2,5,8,2,0.7837446949522674
32,0,3,4,1,2,9,3,0.09118313753282856
25,1,3,4,3,33,5,2,0.5045714971936305
25,0,7,3,2,5,6,2,0.12109230354434995
25,1,1,4,2,1,7,2,0.09467131979796875
30,0,7,3,1,3,3,2,0.1337210356545382
20,0,7,4,1,171,6,2,0.46637549669581
34,0,1,3,3,3,9,2,0.2172773287730943
19,1,7,1,2,11,7,1,0.8951064650313841
32,0,7,4,3,2,5,3,0.06961888680922525
23,1,3,1,3,2,4,3,0.737641732963824
24,0,7,3,2,3,6,3,0.05596671563142542
30,0,3,4,1,166,9,1,0.8696952329082515
25,0,7,3,1,12,7,2,0.18298990743485014
22,0,7,1,0,84,7,3,0.9138218989743574
27,1,7,4,2,37,7,4,0.3295081344382887
28,0,7,2,3,24,8,2,0.3778702566185759
37,0,7,1,3,9,6,1,0.8973252221907827
32,0,1,0,2,12,11,2,0.8371398449267301
23,0,7,4,2,5,4,2,0.0952756906627491
32,1,3,0,1,3,6,3,0.6015793064488084
24,0,1,1,0,26,5,2,0.8952522920689405
26,1,7,4,2,127,8,3,0.4508020768233382
32,0,3,2,3,10,8,2,0.6317339026650111
22,0,7,4,3,159,8,3,0.5551131985354308
21,1,7,3,1,148,7,2,0.5128060745137323
25,0,7,4,0,55,6,2,0.5784093084369945
28,0,7,3,0,182,8,1,0.9167352551150142
36,1,7,1,2,146,6,2,0.9156461283811059
35,1,7,4,2,28,6,2,0.19173799367157632
20,1,7,2,3,3,6,3,0.11192945168400854
35,1,3,2,2,19,4,2,0.7175440557720446
38,0,3,1,0,7,7,2,0.9990398001838255
32,1,1,4,0,184,4,2,0.8295838791013175
20,1,3,1,0,28,5,2,0.943708776447091
36,1,3,4,2,17,6,3,0.3122936162960593
35,1,7,4,0,17,5,2,0.3984089101362767
31,1,1,4,2,71,6,2,0.25460057342619274
33,1,7,3,2,6,7,2,0.12109230354434995
27,0,3,4,0,32,5,2,0.6516185144181187
31,1,7,1,1,95,4,2,0.7315230766731464
21,1,7,1,3,11,11,2,0.763712844466626
23,1,3,4,0,128,7,2,0.956661630633907
35,1,7,1,3,10,3,3,0.8314100968570922
36,0,3,4,2,59,8,3,0.48473668424663047
30,0,7,4,3,27,8,2,0.2650325116032955
26,1,1,0,3,237,5,2,0.9755442425359894
33,0,7,4,2,132,7,2,0.5477271131353904
25,1,7,4,0,18,9,2,0.3984089101362767
29,1,3,1,2,220,7,2,0.9996460237261202
32,1,7,4,2,193,4,3,0.4508020768233382
22,1,1,4,2,9,6,2,0.25460057342619274
24,0,3,4,0,3,6,3,0.279604661605762
21,1,7,4,0,6,8,3,0.16615587055551284
21,1,7,1,3,4,4,2,0.6804786849840826
25,0,7,3,2,9,4,3,0.30357960092104747
28,0,7,1,1,206,4,1,0.9691729913947208
35,1,7,1,2,32,8,2,0.6801282715042763
38,0,7,4,2,2,6,2,0.06770942671755258
23,1,3,2,3,1,6,2,0.3443428534325977
34,1,3,2,0,192,8,2,0.941463500619538
34,1,7,3,3,1,4,2,0.1262083708756705
32,0,7,1,1,4,11,3,0.31586237100187725
26,1,7,2,3,165,8,1,0.8934387632191068
32,0,1,4,1,230,5,2,0.5572061211309661
37,1,7,1,3,2,7,2,0.5949360481755426
28,1,7,4,3,14,8,2,0.2650325116032955
21,1,7,4,2,16,5,2,0.19173799367157632
32,1,7,4,2,12,10,3,0.13851507233090157
30,1,3,4,3,6,4,2,0.31135061170657247
34,0,7,1,3,10,3,3,0.8798046561624625
30,0,7,2,2,38,8,2,0.45288159490426627
33,0,3,3,2,2,5,1,0.4204997393865286
27,1,3,3,0,2,5,3,0.3367760207750275
23,0,7,1,3,7,7,2,0.763712844466626
35,0,7,1,2,37,10,0,0.9701887577371483
26,0,7,4,2,33,4,2,0.19173799367157632
36,0,3,0,3,2,6,3,0.83474670301695
31,0,7,4,3,5,8,3,0.09788092345453299
37,0,3,4,2,14,8,2,0.401193131209257
31,1,7,2,2,1,6,2,0.10899547604453799
37,1,3,4,2,3,15,2,0.36839416168056105
21,1,3,0,0,220,4,2,0.9981082481540756
19,0,7,4,1,3,6,2,0.04980215760699774
21,1,7,4,2,2,7,2,0.06770942671755258
28,1,7,1,2,212,10,2,0.9156461283811059
27,0,7,1,2,11,5,2,0.6801282715042763
38,0,7,4,2,0,5,2,0.06770942671755258
25,1,7,4,3,2,5,3,0.06961888680922525
37,0,3,4,1,35,9,3,0.24682631673778008
20,0,7,4,3,1,6,2,0.09942441049554852
22,1,7,4,3,2,12,2,0.09942441049554852
30,0,7,4,0,35,8,3,0.5092442579067384
33,0,3,4,3,37,7,2,0.6784444771152031
24,0,3,3,3,12,10,2,0.5712652677218227
19,0,1,2,3,7,4,2,0.9819086421762657
31,0,7,4,2,3,8,2,0.06770942671755258
28,0,1,1,2,2,7,3,0.48531334383254143
23,1,1,3,0,209,7,2,0.8542857004343594
36,0,3,1,3,6,9,1,0.9734299113446038
38,1,1,3,1,55,6,1,0.6244720123114896
30,1,3,1,1,43,7,2,0.8997792987090449
33,1,0,4,2,9,5,1,0.8802172776207622
30,1,7,4,2,66,6,2,0.19173799367157632
29,0,7,4,2,58,9,2,0.3295081344382887
27,0,7,1,0,7,8,2,0.9532003153610481
27,1,7,4,0,62,6,2,0.3984089101362767
29,0,3,1,2,10,4,2,0.8991258406437996
30,1,1,2,3,43,11,3,0.5511599221007184
27,1,1,4,0,153,13,1,0.9885747441666257
26,0,7,4,0,177,11,2,0.77173761566687
33,0,7,3,0,4,7,2,0.26148560225527767
32,0,3,2,0,29,6,3,0.8315451036928013
23,1,7,2,2,205,7,2,0.6710344546893512
20,0,7,0,0,160,7,3,0.9876118903555426
27,1,7,1,0,7,4,2,0.8980685915132466
36,0,3,3,3,57,10,1,0.8729477262321514
26,0,7,4,2,9,4,2,0.34811744650714177
32,1,7,0,2,22,7,3,0.7935189258569222
24,0,7,4,1,8,4,2,0.14617156669624295
35,1,7,4,2,10,7,2,0.19173799367157632
24,0,7,1,0,6,4,2,0.7963842576183967
37,1,7,4,2,6,6,3,0.0666218676473796
25,1,7,1,2,3,5,3,0.39572838841414987
29,1,7,2,2,9,5,2,0.2854919466483189
25,1,3,1,2,70,5,1,0.9601610916539437
35,0,1,0,2,63,5,2,0.8908762305009819
21,1,3,4,3,101,12,3,0.5507149417514489
31,0,7,4,3,5,6,3,0.09788092345453299
37,0,3,4,3,0,7,3,0.17446634856967164
35,0,7,2,2,61,5,2,0.2854919466483189
37,1,3,1,2,65,8,0,0.9850421327137194
33,1,7,4,2,56,6,2,0.3295081344382887
28,0,3,4,2,175,8,1,0.9024245848563444
21,1,7,4,1,18,7,3,0.1039700280549616
36,0,3,4,2,5,8,2,0.22924216265835395
29,1,7,4,3,2,6,3,0.06961888680922525
24,1,7,3,3,65,4,3,0.22741615698116557
21,0,7,4,0,0,10,2,0.1685748023948792
27,1,3,0,0,34,6,3,0.9778293328202858
24,1,7,4,2,12,7,3,0.13851507233090157
19,0,7,4,1,6,3,2,0.2781780184853864
31,1,1,1,2,29,11,3,0.7548963274853566
26,0,7,4,0,79,7,3,0.3098071510462749
22,1,7,4,0,48,8,1,0.7876728643173565
38,0,3,1,2,11,7,3,0.8579817480466164
22,1,1,3,0,8,4,3,0.4581580631511359
24,1,3,1,0,27,8,2,0.9613654099685319
25,0,7,3,2,53,5,2,0.37180672735768916
31,0,0,1,0,5,6,3,0.9534045125849352
23,0,3,0,2,200,7,3,0.9822729378669832
32,1,3,3,3,80,10,2,0.5712652677218227
21,0,7,4,1,60,5,2,0.2618059186482525
33,1,3,1,3,83,8,3,0.8608637199543453
19,1,7,4,3,4,9,2,0.13799151878469615
20,0,7,3,2,5,11,2,0.11255358228323815
30,0,7,4,1,41,11,2,0.2618059186482525
36,0,7,1,1,4,6,3,0.31586237100187725
38,0,7,3,2,7,6,3,0.16222822285069657
24,0,7,4,1,31,6,2,0.14617156669624295
24,1,7,0,3,9,6,1,0.936198904528452
31,1,7,1,3,33,10,1,0.9284273735484669
29,0,7,4,3,9,5,3,0.19640828735719237
37,1,7,3,1,33,7,2,0.17093539450441786
37,0,7,4,0,0,8,2,0.31913290784050563
37,0,7,1,2,182,8,3,0.8803435271714264
28,0,7,3,1,61,7,4,0.17093539450441786
36,1,7,4,2,49,6,2,0.3295081344382887
36,0,7,2,2,34,6,2,0.2854919466483189
19,1,7,4,3,82,11,2,0.2650325116032955
37,1,7,0,2,6,4,1,0.8107937150363941
25,1,3,1,3,63,7,4,0.9012689558391219
27,0,7,0,2,22,5,2,0.7811818727957353
26,0,3,1,1,213,6,3,0.9570032547740555
29,0,7,4,2,32,7,2,0.19173799367157632
23,1,3,0,3,0,7,3,0.7607917902753936
37,1,1,1,3,13,5,2,0.8735373417377222
36,0,7,3,2,2,8,3,0.05596671563142542
29,0,3,4,2,212,7,3,0.6986399434487266
30,1,7,0,0,152,2,2,0.9945329161355717
28,0,3,2,3,212,7,2,0.8975147261686591
29,1,3,4,0,2,7,3,0.279604661605762
34,1,3,1,1,132,5,0,0.9883609255811768
31,0,7,4,3,33,6,2,0.2650325116032955
19,0,7,4,3,142,11,2,0.6480033370804856
33,0,3,2,2,212,5,2,0.8520949844091797
26,0,7,0,3,69,4,2,0.8444015846998059
31,0,7,1,3,85,7,0,0.9769605222411348
27,1,1,0,1,178,4,1,0.9808452168615389
19,1,7,1,2,42,4,2,0.8149811489642007
22,0,1,0,2,118,6,3,0.9076267707703324
36,0,1,4,2,59,6,2,0.41438226313210946
24,1,7,2,2,0,4,2,0.10899547604453799
29,1,7,2,3,2,4,3,0.11192945168400854
32,0,3,4,2,10,10,3,0.3122936162960593
36,1,1,1,3,4,12,3,0.8552801798250331
30,1,3,4,2,3,6,2,0.17020729105823318
27,0,7,4,3,156,5,3,0.5551131985354308
29,0,3,4,1,2,4,0,0.2768229441824935
31,1,7,2,3,57,6,3,0.46029035301680715
21,1,7,1,3,7,7,2,0.763712844466626
23,1,3,1,3,11,12,2,0.9312679796610085
37,1,7,4,0,30,4,1,0.6416674610761121
31,1,7,1,2,8,5,1,0.8951064650313841
28,0,7,3,3,130,8,3,0.6004376551012041
20,0,7,4,1,191,9,3,0.3720053794267503
21,1,7,2,0,1,5,2,0.25456993055029564
19,1,7,4,2,73,8,3,0.13851507233090157
34,1,1,0,2,53,4,2,0.9441738906825754
23,0,3,4,3,97,5,3,0.5507149417514489
20,1,7,3,0,14,6,2,0.4436992121419159
23,1,7,4,1,4,5,1,0.17046426261783748
19,1,7,4,1,128,7,2,0.46637549669581
35,1,7,4,3,11,7,1,0.493683853920291
37,0,7,4,2,100,7,3,0.2220977665632517
19,1,3,3,3,12,7,2,0.5712652677218227
32,1,1,4,2,72,5,2,0.25460057342619274
34,0,7,4,0,6,5,2,0.3984089101362767
22,1,3,3,3,176,14,2,0.9508420786936806
22,1,1,3,2,30,6,2,0.3088512077196996
28,0,7,4,2,2,2,2,0.14051885841510975
27,1,1,3,2,119,4,2,0.42211618977323684
38,1,7,0,3,7,8,2,0.8444015846998059
34,0,3,4,2,1,6,1,0.35676082222336836
27,1,7,1,3,34,7,1,0.8973252221907827
21,0,7,4,2,8,12,1,0.39077668936847837
22,1,7,4,0,72,4,0,0.830306174599962
25,1,0,4,1,34,11,2,0.19774993840002228
20,0,7,3,2,1,7,2,0.08043270865844954
23,0,7,1,1,5,8,4,0.40517924521748505
27,0,1,3,3,7,11,2,0.38473346412481785
23,0,3,4,2,210,6,3,0.6986399434487266
38,1,7,4,3,24,8,2,0.2650325116032955
33,1,7,1,3,5,5,3,0.5907460945806399
36,1,7,4,3,0,4,2,0.19905605519301298
30,0,3,1,2,34,7,3,0.8579817480466164
20,0,3,1,1,214,4,4,0.9704479409996584
20,1,7,4,2,9,4,2,0.19173799367157632
38,0,7,3,1,6,6,3,0.0584127129979245
36,1,7,4,0,2,6,2,0.1685748023948792
34,1,0,3,2,6,5,2,0.7804876254765772
26,0,7,1,2,35,5,2,0.6801282715042763
38,1,3,3,2,8,11,3,0.3535476236897154
29,1,7,3,2,4,4,2,0.11255358228323815
37,1,3,4,0,54,7,1,0.9128718064220441
24,1,7,3,2,15,5,3,0.1737974195454624
24,1,7,4,2,149,7,3,0.4508020768233382
33,0,7,4,2,50,4,3,0.24986498513370112
32,1,3,2,2,168,8,2,0.8520949844091797
29,0,3,0,3,16,11,2,0.9387514185360049
35,0,3,3,3,1,10,2,0.28973994483463694
28,0,7,4,2,1,6,2,0.06770942671755258
33,0,7,4,3,2,4,2,0.19905605519301298
38,1,1,1,1,47,5,2,0.8206925536087116
27,1,0,1,2,169,9,2,0.9920227096668438
35,0,7,1,1,5,13,3,0.6608583997726565
36,0,3,1,2,35,9,3,0.8579817480466164
29,1,1,1,1,56,5,3,0.7562307887452804
24,0,7,3,2,5,8,3,0.08540718252786901
31,1,7,4,0,119,7,3,0.443535433830887
29,0,7,4,3,82,8,1,0.493683853920291
24,1,7,1,0,9,12,3,0.9324549869845199
20,0,7,4,2,10,4,2,0.19173799367157632
23,0,3,2,2,1,5,2,0.2567780042175167
24,1,3,4,1,108,6,3,0.3678583157721163
22,1,7,1,3,27,6,2,0.763712844466626
28,0,3,0,3,18,7,2,0.9387514185360049
31,1,7,4,3,1,7,3,0.06961888680922525
20,1,0,3,3,8,6,2,0.4045088744554291
35,1,7,4,3,51,7,2,0.4276053908218187
37,1,1,4,2,8,5,3,0.18798658651749098
26,0,3,1,0,11,5,0,0.9933223197875884
25,0,7,0,3,207,5,3,0.9675573012556451
25,0,7,0,3,23,9,2,0.8444015846998059
38,0,7,0,3,6,7,2,0.8960394822889021
31,1,3,1,0,153,6,2,0.988450847908052
23,1,3,0,1,19,8,2,0.8791743420430418
32,0,3,3,1,8,9,1,0.6310555131927571
35,1,3,2,0,2,8,2,0.49096960896345043
29,1,7,4,2,1,12,2,0.06770942671755258
30,0,7,4,3,171,11,3,0.5551131985354308
36,0,7,1,2,46,7,3,0.7490938474639302
31,1,7,4,2,64,6,3,0.13851507233090157
30,1,7,4,0,14,6,2,0.3984089101362767
28,0,1,2,2,9,10,2,0.36520383913563653
23,1,7,1,3,6,7,3,0.7647948776221235
31,0,7,2,2,41,11,4,0.45288159490426627
32,0,1,1,2,129,8,1,0.9843078306455538
32,0,0,4,2,24,7,2,0.731015615957452
21,0,7,1,0,141,8,2,0.9782509092523439
26,1,3,0,2,4,7,2,0.8766791669282257
21,1,7,4,3,42,12,2,0.4276053908218187
20,0,3,1,2,34,8,2,0.8572483925689074
34,1,7,4,2,170,10,2,0.5477271131353904
31,0,7,4,2,212,6,3,0.4508020768233382
20,1,3,4,3,1,12,3,0.17446634856967164
24,1,3,0,2,118,15,3,0.9820802739202759
38,1,3,1,2,34,10,1,0.9419872781169868
35,1,7,3,2,3,6,2,0.08677289082782383
27,1,7,0,0,198,5,3,0.9921641266467268
31,1,3,4,3,8,2,2,0.6962953933214587
26,1,3,4,3,36,5,2,0.5045714971936305
23,1,3,2,2,33,6,2,0.5301832089223527
35,1,7,4,3,3,7,2,0.09942441049554852
33,1,3,4,3,28,5,2,0.5045714971936305
32,1,7,1,2,3,3,2,0.6850457465357388
28,0,3,4,2,103,10,2,0.5433159088079472
19,0,3,4,0,87,6,3,0.8388149100664509
22,1,7,2,0,53,9,2,0.6979643237354605
19,0,7,4,2,71,11,3,0.13851507233090157
34,1,7,4,0,10,12,3,0.5092442579067384
24,1,7,4,2,8,6,1,0.39077668936847837
20,0,3,2,2,5,9,3,0.2534792817345729
31,1,7,2,0,10,8,2,0.5272920785144884
24,0,1,1,0,29,7,3,0.8958141388864265
23,0,3,3,2,36,6,3,0.3726910492540855
26,0,3,1,2,3,10,3,0.5547883641076656
24,0,7,4,3,31,7,2,0.2650325116032955
38,0,7,2,1,67,7,2,0.22381462580496778
31,1,7,3,3,154,4,2,0.7066155617826472
31,1,7,0,3,82,10,2,0.8960394822889021
38,0,3,4,3,2,11,2,0.23769177786383444
38,1,7,3,2,0,5,2,0.08043270865844954
37,0,7,4,0,2,5,2,0.1685748023948792
28,0,7,4,2,0,9,3,0.0469161421399008
24,0,7,3,3,1,9,3,0.08916853688468515
37,0,7,3,3,45,4,3,0.378807468709391
30,1,7,1,3,2,11,2,0.5949360481755426
31,0,3,3,0,2,7,2,0.4283043545756642
32,0,7,1,1,224,5,2,0.8867952984163199
33,1,7,4,2,9,6,3,0.13851507233090157
24,1,1,3,1,3,6,2,0.1252323602643849
36,0,3,4,3,8,8,2,0.5045714971936305
36,1,0,4,2,24,9,2,0.25460057342619274
19,1,3,0,3,17,7,0,0.9912464844362437
23,0,7,4,3,8,9,2,0.2650325116032955
27,0,7,3,1,35,5,2,0.17093539450441786
30,1,3,4,3,169,6,2,0.8386928733933798
27,0,7,4,3,4,5,3,0.09788092345453299
32,1,3,1,2,208,9,2,0.9784964079389573
22,1,7,3,2,23,5,3,0.16222822285069657
27,1,7,4,1,0,6,3,0.034305763809608196
22,1,3,4,2,17,4,2,0.9894295403309358
28,1,7,2,3,0,4,2,0.1567963811617384
29,1,7,4,2,32,8,2,0.19173799367157632
37,0,3,4,2,11,10,1,0.6443309079785957
38,0,7,3,0,4,4,3,0.2067888252090384
22,1,0,1,0,152,3,2,0.9996272263866428
20,1,7,2,0,0,8,2,0.25456993055029564
30,1,7,1,2,11,6,2,0.6801282715042763
38,0,3,4,0,187,15,3,0.9484625672577217
29,1,1,4,2,27,7,3,0.18798658651749098
20,0,7,1,2,98,9,2,0.7906017768994027
28,0,7,1,1,100,7,2,0.7315230766731464
33,1,7,1,1,15,11,2,0.6948931752090076
31,0,7,2,3,26,5,2,0.3778702566185759
19,0,7,3,3,197,8,4,0.6891633884028409
19,1,7,4,2,5,5,2,0.0952756906627491
30,0,3,4,2,211,11,2,0.7737751171854721
33,0,7,0,2,73,6,2,0.850075151553441
22,0,7,4,0,3,9,2,0.1685748023948792
23,1,7,4,2,10,6,2,0.19173799367157632
22,1,7,1,3,44,5,3,0.8707375285632801
24,1,7,3,2,70,7,2,0.23684998372404348
25,1,3,4,2,1,7,2,0.17020729105823318
37,0,7,1,2,34,5,2,0.6801282715042763
22,0,3,4,0,86,4,3,0.8388149100664509
24,0,1,4,2,4,5,3,0.09319398502573192
24,0,7,4,2,3,7,2,0.0952756906627491
33,1,3,1,2,186,5,1,0.991938048094746
23,0,7,4,3,50,6,2,0.4276053908218187
27,1,3,4,1,5,8,3,0.12700425838095875
26,0,7,0,3,129,7,2,0.9651623516934476
19,0,3,3,2,52,11,2,0.6256937099155914
22,0,1,1,2,9,10,1,0.9247375724406629
35,1,3,4,2,50,6,2,0.5812360910981134
20,1,0,0,2,64,11,2,0.8908762305009819
32,0,7,3,0,87,7,2,0.5861405022835979
29,0,7,4,2,2,5,3,0.0469161421399008
27,0,7,3,2,3,6,2,0.11255358228323815
21,0,7,4,3,2,6,2,0.09942441049554852
26,1,7,0,1,32,7,3,0.6358628537002284
19,1,7,4,1,63,8,2,0.14617156669624295
26,0,7,1,1,78,4,4,0.605436254141061
25,0,3,1,3,163,5,2,0.9789926591994533
27,0,7,2,1,66,5,3,0.1634888307970239
27,0,7,4,2,3,7,2,0.06770942671755258
23,0,7,0,1,15,5,2,0.720385435581409
35,0,1,4,0,16,7,2,0.6879248077893263
24,1,7,4,2,153,12,1,0.7660606225444355
23,0,1,4,2,21,6,1,0.48013135612314384
32,1,7,1,3,228,4,4,0.9428588435009359
21,0,7,1,0,196,7,2,0.9680547960833408
38,0,7,4,2,3,7,2,0.06770942671755258
25,0,7,2,2,9,7,3,0.21310624157706284
19,1,7,4,2,6,4,3,0.0666218676473796
31,1,3,3,3,35,9,2,0.5508791173092622
23,0,7,1,3,63,11,3,0.7647948776221235
24,0,7,4,0,5,4,2,0.22719849020662616
37,1,3,4,2,20,7,2,0.401193131209257
26,1,7,4,3,0,8,2,0.09942441049554852
33,0,7,2,0,94,7,1,0.9252685005397943
20,0,7,2,1,161,8,3,0.49943817877173446
38,0,0,2,2,34,4,3,0.2805428995680137
23,1,7,0,1,8,11,3,0.6358628537002284
26,1,1,1,3,42,8,2,0.9060236385365147
38,1,7,2,2,4,6,2,0.1506541603958824
20,1,7,2,3,70,4,2,0.3778702566185759
30,0,3,3,1,6,11,3,0.15989879550393193
23,0,1,1,2,51,5,3,0.8112752006679335
27,0,7,4,2,60,7,3,0.13851507233090157
27,1,7,4,2,2,7,3,0.0469161421399008
19,0,7,4,2,84,8,2,0.19173799367157632
34,1,0,3,3,38,7,2,0.9115611173078306
19,0,3,1,2,41,7,3,0.8939790435817863
35,0,1,4,3,12,7,2,0.3417643366081469
31,0,7,1,3,88,14,2,0.9603540672786183
23,1,3,3,2,9,5,3,0.3726910492540855
28,0,7,4,1,9,6,2,0.14617156669624295
37,1,3,3,2,21,11,2,0.4671057291157117
19,1,7,4,2,36,5,2,0.19173799367157632
27,0,7,4,0,5,5,2,0.22719849020662616
38,1,7,2,2,5,4,2,0.1506541603958824
